Phồn_thể,Giản_thể,Pinyin,Phiên_âm_Hán_Việt
扊,扊,yǎn,diễm
手,手,shǒu,thủ
扌,扌,shou,thủ
才,才,cái,tài
扎,扎,zhā,trát
扐,扐,lè,lặc
戹,戹,è,ách
戺,戺,shì,sĩ
戼,戼,mǎo,mão
戽,戽,hù,hố
扂,扂,diàn,điệm
扃,扃,jiōng,quynh
扄,扄,shǎng,tưởng
扆,扆,yǐ,ỷ
戯,戯,hū,hí
戰,战,zhàn,chiến
戱,戯,xì,hí
戴,戴,dài,đái
戵,戵,qú,cù
戶,户,hù,hộ
户,户,hù,hộ
戸,戸,hù,hộ
戣,戣,kuí,quỳ
戤,戤,gài,ngái
戥,戥,děng,đẳng
戧,戗,qiāng,thương
戩,戬,jiǎn,tiển
截,截,jié,tiệt
戭,戭,yǎn,diễn
戮,戮,lù,lục
扽,扽,dèn,đùn
承,承,chéng,thừa
技,技,jì,kĩ
抄,抄,chāo,sao
抇,抇,hú,nhặt
抈,抈,yuè,ngoắt
抌,抌,dǎn,thẩm
抏,抏,wán,ngoạn
扬,扬,yáng,dương
扭,扭,niǔ,nữu
扲,扲,qián,cầm
扶,扶,fú,phù
批,批,pī,phê
扺,扺,zhǐ,chỉ
扻,扻,zhì,tiết
扼,扼,è,ách
扡,扡,tuō,tha
扣,扣,kòu,khấu
扤,扤,wù,ngột
扦,扦,qiān,xiên
执,执,zhí,chấp
扨,扨,rèn,nhấn
扪,扪,mén,môn
扫,扫,sǎo,tố
打,打,dǎ,đả
扔,扔,rēng,nẫy
払,払,fǎn,chàng
扗,扗,zài,nhổ
扙,扙,zhàng,rượn
扜,扜,yū,vo
扞,扞,hàn,hãn
扠,扠,chā,xoa
抺,抺,mèi,vầy
抻,抻,chēn,chẩn
押,押,yā,áp
抽,抽,chōu,trừu
抾,抾,qū,khứa
抿,抿,mǐn,mân
拁,拁,jiā,giơ
拃,拃,zhǎ,tra
抯,抯,zhā,vả
抰,抰,yāng,dưỡng
抱,抱,bào,bão
抳,抳,nǐ,nai
抴,抴,yè,duệ
抷,抷,pī,phơ
抸,抸,jiā,bẹp
抹,抹,mǒ,mạt
抝,抝,ǎo,ảo
択,択,zé,trạch
抡,抡,lūn,lân
抢,抢,qiǎng,thưởng
护,护,hù,hộ
抩,抩,nán,nhóm
抪,抪,bù,bó
抮,抮,zhěn,chẩn
抑,抑,yì,ức
抒,抒,shū,trữ
抔,抔,póu,bồi
投,投,tóu,đầu
抖,抖,dǒu,đẩu
抗,抗,kàng,kháng
抛,抛,pāo,phao
抜,抜,bá,bạt
挄,挄,kuò,quăng
挅,挅,duǒ,xoá
挆,挆,duǒ,đỏa
指,指,zhǐ,chỉ
按,按,àn,án
挍,挍,jiào,gieo
挎,挎,kuà,khoá
挏,挏,dòng,rùng
拳,拳,quán,quyền
拴,拴,shuān,thuyên
拵,拵,cún,dồn
拶,拶,zā,tạt
拽,拽,zhuài,dìa
拿,拿,ná,nã
持,持,chí,trì
挃,挃,zhì,chọi
拠,拠,jù,cứ
拢,拢,lǒng,lũng
拤,拤,qiá,ca
拥,拥,yōng,dùng
拪,拪,qiān,tay
拫,拫,hén,gắn
拯,拯,zhěng,chửng
拰,拰,nǐn,nhúm
拆,拆,chāi,sách
拇,拇,mǔ,mẫu
拋,抛,pāo,phao
拎,拎,līn,linh
拏,拏,ná,noa
拕,拕,tuō,tha
拜,拜,bài,bái
拝,拝,bài,bái
挿,挿,chā,thọc
捁,捁,jiǎo,kéo
捂,捂,wǔ,ngộ
捄,捄,jiù,cứu
捅,捅,tǒng,thòng
捆,捆,kǔn,khổn
捇,捇,huò,xách
捈,捈,tú,giơ
挱,挲,sā,sa
挲,挲,sā,sa
挴,挴,měi,mói
挶,挶,jū,cư
挷,挷,péng,văng
挸,挸,jiǎn,kén
挺,挺,tǐng,đĩnh
挽,挽,wǎn,vãn
挞,挞,tà,thát
挠,挠,náo,nhéo
挡,挡,dǎng,đảng
挢,挢,jiǎo,kiểu
挥,挥,huī,huy
挬,挬,bó,vọt
挭,挭,gěng,gánh
挰,挰,chéng,dềnh
挒,挒,liè,trét
挓,挓,zhā,trát
挕,挕,dié,nhẹ
挖,挖,wā,oạt
挗,挗,jué,dí
挚,挚,zhì,chí
挛,挛,luán,loan
挜,挜,yà,á
掅,掅,qìng,thanh
授,授,shòu,thụ
掌,掌,zhǎng,chưởng
掍,掍,hùn,cổn
掏,掏,tāo,đào
掐,掐,qiā,kháp
掑,掑,qí,cài
排,排,pái,bài
捯,捯,dáo,đố
捴,捴,zǒng,tổng
捵,捵,chēn,điến
捶,捶,chuí,chúy
捼,捼,ruó,noa
捿,捿,qī,thê
掃,扫,sǎo,tảo
掄,抡,lūn,luân
捠,捠,bāng,banh
换,换,huàn,hoán
捣,捣,dǎo,đảo
捤,捤,wěi,vãi
捦,捦,qín,cầm
捨,舍,shě,xả
捫,扪,mén,môn
捭,捭,bǎi,bãi
捉,捉,zhuō,tróc
捋,捋,lǚ,loát
捏,捏,niē,niết
捓,捓,yé,gia
捗,捗,bù,duệ
捘,捘,zùn,thoa
捛,捛,lǚ,trã
捞,捞,lāo,lau
揅,揅,yán,nghiên
揇,揇,nǎn,nam
揌,揌,sāi,tai
揍,揍,zòu,tấu
揎,揎,xuān,tuyên
描,描,miáo,miêu
揑,揑,niē,niết
揔,揔,zǒng,tổng
掼,掼,guàn,quán
掽,掽,pèng,bánh
掾,掾,yuàn,duyện
掿,掿,nuò,nhắc
揁,揁,zhēng,rinh
揂,揂,jiū,dùa
揃,揃,jiǎn,tiên
揄,揄,yú,du
控,控,kòng,khống
掫,掫,zhōu,tưu
掬,掬,jū,cúc
掯,掯,kèn,khẳng
掰,掰,bāi,bẻ
掱,掱,pá,vát
掳,掳,lǔ,lỗ
掴,掴,guāi,quặc
掔,掔,qiān,kiên
掖,掖,yē,dịch
掗,挜,yà,á
掘,掘,jué,quật
掙,挣,zhēng,tránh
掞,掞,yàn,thiểm
掤,掤,bīng,băng
接,接,jiē,tiếp
揺,揺,yáo,dao
揻,揻,wēi,uy
揽,揽,lǎn,lãm
揾,揾,wèn,ùn
揿,揿,qìn,khấm
搂,搂,lǒu,lâu
搅,搅,jiǎo,giảo
搇,搇,qìn,khấm
揯,搄,gèn,canh
揰,揰,chòng,súng
揳,揳,xiē,khế
揵,揵,qián,kiền
揶,揶,yé,gia
揷,揷,chā,sáp
揸,揸,zhā,tra
揹,揹,bēi,bội
揢,揢,ké,khách
揥,揥,tì,thế
揦,揦,lá,lạt
揪,揪,jiū,thu
揫,揫,jiū,thu
揬,揬,tú,dụt
揭,揭,jiē,yết
揮,挥,huī,huy
揗,揗,xún,tuần
揘,揘,yóng,hoành
揚,扬,yáng,dương
換,换,huàn,hoán
揜,揜,yǎn,yểm
揝,揝,zǎn,toản
揞,揞,ǎn,ẵm
握,握,wò,ác
搳,搳,huá,hoa
搴,搴,qiān,khiên
搵,揾,wèn,ùn
搷,搷,tián,chẩn
携,携,xié,huề
搽,搽,chá,trà
搾,搾,zhà,trá
搿,搿,gé,cách
搧,搧,shān,thiên
搨,搨,tà,tháp
搪,搪,táng,đường
搫,搫,pán,bàn
搮,搮,lì,lắt
搯,搯,tāo,đào
搰,搰,hú,hột
搲,搲,wā,oa
搛,搛,jiān,gom
搝,搝,qiǔ,xỏ
搞,搞,gǎo,cào
搠,搠,shuò,sóc
搡,搡,sǎng,táng
搢,搢,jìn,tấn
搣,搣,miè,diệt
搤,搤,è,ách
搈,搈,róng,dong
搋,搋,chuāi,soai
搌,搌,zhǎn,triển
搎,搎,sūn,dun
搐,搐,chù,súc
搕,搕,kē,khạp
搘,搘,zhī,chi
搙,搙,nù,nục
摰,摰,niè,nghiệt
摱,摱,màn,mần
摲,摲,chàn,sảm
摴,摴,chū,sư
摵,摵,shè,tố
摷,摷,jiǎo,tiễu
摸,摸,mō,mò
摻,掺,càn,sam
摠,摠,zǒng,tổng
摡,摡,gài,cái
摦,摦,huà,thoại
摩,摩,mó,ma
摪,摪,jiāng,rướn
摭,摭,zhí,trích
摮,摮,áo,ngao
摯,挚,zhì,chí
摔,摔,shuāi,suất
摕,摕,dì,đế
摘,摘,zhāi,trích
摙,摙,liǎn,lèn
摛,摛,chī,si
摜,掼,guàn,quán
摝,摝,lù,lục
摞,摞,luò,loa
摀,摀,wǔ,ô
摁,摁,èn,ấn
摊,摊,tān,than
摋,摋,sà,sát
摎,摎,jiū,cưu
摏,摏,chōng,thung
摒,摒,bìng,bính
摓,摓,féng,bồng
撬,撬,qiào,khiêu
撮,撮,cuō,toát
撱,撱,wěi,vĩ
撳,揿,qìn,khấm
撴,撴,dūn,đun
撵,撵,niǎn,liễn
撸,撸,lū,lỗ
撹,撹,jiǎo,giảo
撝,㧑,huī,vày
撞,撞,zhuàng,chàng
撡,撡,cāo,thao
撢,撢,dǎn,đùm
撤,撤,chè,triệt
撥,拨,bō,bát
撦,撦,chě,xả
撧,撧,juē,tuyệt
撋,撋,ruán,nhuyên
撌,撌,guì,quấy
撎,撎,yì,nhắt
撑,撑,chēng,xênh
撔,撔,hòng,ngảnh
撖,撖,hàn,hạm
撘,撘,dā,đáp
撙,撙,zǔn,tỗn
摼,摼,kēng,ken
撂,撂,liào,lược
撃,撃,jī,kích
撄,撄,yīng,anh
撆,撆,piē,biết
撇,撇,piē,phiết
撉,撉,dūn,đôn
撊,撊,xiàn,giản
擥,擥,lǎn,lãm
擧,擧,jǔ,cử
擨,擨,yé,gia
擩,擩,rǔ,nhũ
擪,擪,yè,áp
擫,擫,yè,áp
擬,拟,nǐ,nghĩ
擰,拧,níng,ninh
擕,擕,xié,huề
擖,擖,kā,ca
擛,擛,yè,dẹp
擜,擜,è,ngột
擡,擡,tái,đài
擢,擢,zhuó,trạc
擣,捣,dǎo,đảo
擤,擤,xǐng,xỉ
擇,择,zé,trạch
擉,擉,chuò,thọc
擊,击,jī,kích
擋,挡,dǎng,đảng
擎,擎,qíng,kình
擐,擐,huàn,hoàn
擒,擒,qín,cầm
擓,㧟,kuǎi,khối
撻,挞,tà,thát
撼,撼,hàn,hám
撽,撽,qiào,khiếu
撾,挝,wō,qua
撿,捡,jiǎn,kiểm
擀,擀,gǎn,cán
擃,擃,nǎng,nống
擄,掳,lǔ,lỗ
攧,攧,diān,điên
攩,攩,dǎng,đảng
攪,搅,jiǎo,giảo
攫,攫,jué,quặc
攬,揽,lǎn,lãm
支,支,zhī,chi
攰,攰,guì,hội
攲,攲,qī,khi
攐,攐,qiān,khiên
攑,攑,qiān,gỡ
攓,攓,qiān,kiển
攛,撺,cuān,thoán
攜,携,xié,huề
攞,攞,luó,rà
攟,攟,jùn,quấn
攥,攥,zuàn,toản
攂,攂,lèi,lôi
攃,攃,cā,thát
攅,攅,zǎn,toàn
攆,撵,niǎn,niện
攈,攈,jùn,quấn
攉,攉,huō,hoắc
攋,攋,là,lại
攏,拢,lǒng,long
擲,掷,zhì,trịch
擵,擵,mó,ma
擷,撷,xié,hiệt
擸,擸,liè,xợp
擻,擞,sǒu,tẩu
擼,撸,lǔ,trỏ
擽,㧰,lüè,lịch
擾,扰,rǎo,nhiễu
敘,叙,xù,tự
教,教,jiào,giáo
敚,敚,duó,thoát
敜,敜,niè,niếp
敝,敝,bì,tệ
敞,敞,chǎng,sưởng
敩,敩,xiào,hiệu
敪,敪,duō,xuyết
敌,敌,dí,địch
敍,敍,xù,tự
敏,敏,mǐn,mẫn
救,救,jiù,cứu
敓,敚,duó,thoát
敔,敔,yǔ,ngữ
敕,敕,chì,sắc
敗,败,bài,bại
攽,攽,bān,ban
敁,敁,diān,điêm
敂,敂,kòu,khấu
敃,敃,mǐn,mẫn
故,故,gù,cố
敇,敇,cè,sách
效,效,xiào,hiệu
敉,敉,mǐ,mị
攴,攴,pū,phộc
攵,攵,pū,phộc
攷,攷,kǎo,khảo
攸,攸,yōu,du
改,改,gǎi,cải
攺,攺,yǐ,cải
攻,攻,gōng,công
攼,攼,gān,can
斐,斐,fěi,phỉ
斑,斑,bān,ban
斒,斒,bān,ban
斕,斓,lán,lan
斚,斚,jiǎ,giả
斛,斛,hú,hộc
斝,斝,jiǎ,giả
斞,斞,yǔ,dữu
斄,斄,lí,lai
斅,斅,xiào,hiệu
斆,敩,xiào,hiệu
斈,斈,xué,học
斉,斉,qí,tề
斋,斋,zhāi,trai
斌,斌,bīn,bân
斎,斎,zhāi,trai
敵,敌,dí,địch
敷,敷,fū,phu
敹,敹,liáo,liêu
敺,敺,qū,khu
敽,敽,jiǎo,kiểu
敾,敾,shàn,thiện
敿,敿,jiǎo,kiểu
斃,毙,bì,tễ
敫,敫,jiǎo,kiểu
敬,敬,jìng,kính
敭,敭,yáng,dương
敯,敯,mǐn,mẫn
数,数,shù,tố
敱,敱,ái,ngai
敲,敲,qiāo,xao
整,整,zhěng,chỉnh
族,族,zú,tộc
旐,旐,zhào,triệu
旒,旒,liú,lưu
旓,旓,shāo,sao
旖,旖,yǐ,y
旙,旙,fān,phiên
旝,旝,kuài,quái
旟,旟,yú,dư
旅,旅,lǚ,lữ
旆,旆,pèi,bái
旈,旈,liú,lưu
旉,旉,fū,phu
旊,旊,fǎng,phưởng
旋,旋,xuán,toàn
旌,旌,jīng,tinh
旎,旎,nǐ,nỉ
斲,斲,zhuó,trác
斴,斴,lín,lân
斵,斵,zhuó,trác
斸,斸,zhǔ,trọc
方,方,fāng,phương
斾,斾,pèi,bái
斿,斿,yóu,du
旃,旃,zhān,chiên
斟,斟,zhēn,châm
斨,斨,qiāng,thương
斫,斫,zhuó,chước
斬,斩,zhǎn,trảm
断,断,duàn,đoạn
斮,斮,cuò,trác
斯,斯,sī,tư
新,新,xīn,tân
旾,旾,chūn,xuân
昀,昀,yún,quân
昂,昂,áng,ngang
昃,昃,zè,trắc
昄,昄,bǎn,bản
昇,升,shēng,thăng
昉,昉,fǎng,phưởng
昊,昊,hào,hạo
旵,旵,chǎn,thảm
时,时,shí,thì
旸,旸,yáng,dương
旹,旹,shí,thì
旺,旺,wàng,vượng
旻,旻,mín,mân
旼,旼,mín,mân
旽,旽,tūn,thôn
旨,旨,zhǐ,chỉ
早,早,zǎo,tảo
旪,旪,xié,hiệp
旮,旮,gā,ca
旯,旯,lá,lạp
旱,旱,hàn,hạn
旳,旳,dì,đích
旴,旴,xū,hù
无,无,wú,vô
旡,旡,jì,ký
既,既,jì,ký
旣,既,jì,ký
旤,旤,huò,họa
日,日,rì,nhật
旦,旦,dàn,đán
旧,旧,jiù,cữu
是,是,shì,thị
昰,昰,shì,hạ
昱,昱,yù,dục
昳,昳,dié,điệt
昴,昴,mǎo,mão
昵,昵,nì,nật
昶,昶,chǎng,sưởng
昺,昺,bǐng,bỉnh
昣,昣,zhěn,chẩn
春,春,chūn,xuân
昦,昦,hào,hạo
昧,昧,mèi,muội
昨,昨,zuó,tạc
昪,昪,biàn,biện
昬,昬,hūn,hôn
昭,昭,zhāo,chiêu
昚,昚,shèn,thận
昛,昛,jù,cữ
昜,昜,yáng,dương
昝,昝,zǎn,tảm
昞,昞,bǐng,bỉnh
星,星,xīng,tinh
映,映,yìng,ánh
昡,昡,xuàn,huyễn
昌,昌,chāng,xương
明,明,míng,minh
昏,昏,hūn,hôn
昑,昑,qǐn,ẩm
昒,昒,hū,hốt
昔,昔,xī,tích
昕,昕,xīn,hân
昙,昙,tán,đàm
晩,晩,wǎn,vãn
晪,晪,tiǎn,lang
晫,晫,zhuó,trác
晬,晬,zuì,tối
普,普,pǔ,phổ
景,景,jǐng,cảnh
晰,晰,xī,tích
晶,晶,jīng,tinh
晜,晜,kūn,côn
晝,昼,zhòu,trú
晞,晞,xī,hi
晡,晡,bū,bô
晢,晢,zhé,triết
晥,晥,wǎn,cán
晧,晧,hào,hạo
晨,晨,chén,thần
晏,晏,yàn,yến
晒,晒,shài,sái
晓,晓,xiǎo,hẻo
晖,晖,huī,huy
晗,晗,hán,hàm
晙,晙,jùn,tuấn
晚,晚,wǎn,vãn
晛,𬀪,xiàn,hiện
昻,昻,áng,ngang
晁,晁,cháo,triều
晃,晃,huǎng,quáng
晄,晄,huǎng,hoáng
晅,晅,xuǎn,huyên
晉,晋,jìn,tấn
晋,晋,jìn,tấn
晌,晌,shǎng,thưởng
暠,暠,gǎo,cảo
暢,畅,chàng,sướng
暦,暦,lì,lịch
暧,暧,ài,ái
暨,暨,jì,kỵ
暪,暪,mèn,mãn
暫,暂,zàn,tạm
暭,暭,hào,hạo
暐,𬀩,wěi,vĩ
暑,暑,shǔ,thử
暔,暔,nán,nam
暖,暖,nuǎn,noãn
暗,暗,àn,ám
暘,旸,yáng,dương
暜,暜,pǔ,phổ
暞,暞,jiǎo,kiểu
暄,暄,xuān,huyên
暆,暆,yí,di
暇,暇,xiá,hạ
暉,晖,huī,huy
暋,暋,mǐn,mẫn
暌,暌,kuí,khuê
暎,暎,yìng,ánh
暏,暏,shǔ,thụ
晷,晷,guǐ,quỹ
晸,晸,zhěng,chỉnh
智,智,zhì,trí
晻,晻,àn,ám
晼,晼,wǎn,uyển
晾,晾,liàng,lượng
暁,暁,xiǎo,hẻo
暂,暂,zàn,tạm
曣,曣,yàn,yến
曥,𣆐,lú,trưa
曦,曦,xī,hi
曨,昽,lóng,lông
曬,晒,shài,sái
曰,曰,yuē,viết
曲,曲,qū,khúc
曵,曵,yè,duệ
曑,曑,shēn,sâm
曒,曒,jiǎo,kiểu
曕,曕,yàn,diễm
曙,曙,shǔ,thự
曛,曛,xūn,huân
曜,曜,yào,diệu
曝,曝,pù,bộc
曡,曡,dié,điệp
曁,曁,jì,kỵ
曄,晔,yè,diệp
曆,历,lì,lịch
曇,昙,tán,đàm
曈,曈,tóng,đồng
曌,曌,zhào,chiếu
曍,曍,hào,hạo
曏,向,xiǎng,hướng
暮,暮,mù,mộ
暱,暱,nì,nật
暲,暲,zhāng,chương
暵,暵,hàn,hán
暶,暶,xuán,tuyền
暸,暸,liáo,liêu
暻,暻,jǐng,cảnh
暾,暾,tūn,thôn
望,望,wàng,vọng
朞,朞,jī,ki
朠,朠,yīng,anh
朢,朢,wàng,vọng
朣,朣,tóng,đồng
朦,朦,méng,mông
朧,胧,lóng,lông
木,木,mù,mộc
朐,朐,qú,cù
朒,朒,nǜ,nục
朓,朓,tiǎo,thiểu
朔,朔,shuò,sóc
朕,朕,zhèn,trẫm
朖,朖,lǎng,lãng
朗,朗,lǎng,lãng
朙,朙,míng,minh
朁,朁,cǎn,thảm
朅,朅,qiè,khiết
朆,朆,fēn,phân
月,月,yuè,nguyệt
朋,朋,péng,bằng
朌,朌,fén,phần
服,服,fú,phục
朏,朏,fěi,xoét
曷,曷,hé,hạt
書,书,shū,thư
曹,曹,cáo,tào
曺,曺,cáo,tào
曽,曽,cēng,tằng
曾,曾,céng,tằng
替,替,tì,thế
最,最,zuì,tối
杗,杗,máng,mang
杙,杙,yì,dặc
杜,杜,dù,đỗ
杝,杝,lí,di
杞,杞,qǐ,kỷ
条,条,tiáo,điêu
杢,杢,jié,giáng
杣,杣,mián / shān,sơn
杅,杅,yú,vu
杇,杇,wū,ô
杈,杈,chā,xoa
杉,杉,shān,sam
杌,杌,wù,ngột
杏,杏,xìng,hạnh
材,材,cái,tài
村,村,cūn,thôn
机,机,jī,cơ
朽,朽,xiǔ,hủ
朾,朾,chéng,tranh
朿,朿,cì,thứ
杀,杀,shā,sát
杂,杂,zá,tập
权,权,quán,quyền
杄,杄,qiān,then
朩,朩,děng,mục
末,末,mò,mạt
札,札,zhá,trát
朮,术,shù,truật
术,术,shù,thuật
朰,朰,mù,trát
朳,朳,bā,bát
朶,朶,duǒ,đóa
林,林,lín,lâm
枘,枘,ruì,nhuế
枙,枙,ě,nga
枚,枚,méi,mai
枛,枛,zhào,trảu
果,果,guǒ,quả
枟,枟,yùn,đàn
枥,枥,lì,lịch
枊,枊,àng,ngang
枋,枋,fāng,phương
枌,枌,fén,phần
枏,枏,nán,nam
析,析,xī,tích
枑,枑,hù,hộ
枒,枒,yā,nha
枓,枓,dǒu,rẫu
杲,杲,gǎo,cảo
杸,杸,shū,thự
杺,杺,xīn,tăm
松,松,sōng,tùng
极,极,jí,cực
构,构,gòu,khấu
枇,枇,pí,tì
枉,枉,wǎng,uổng
来,来,lái,lai
杧,杧,máng,mang
杨,杨,yáng,dương
杩,杩,mà,mã
杪,杪,miǎo,diểu
杭,杭,háng,hàng
杯,杯,bēi,bôi
杰,杰,jié,kiệt
柤,柤,zhā,tra
查,查,chá,tra
柩,柩,jiù,cữu
柪,柪,āo,ấu
柬,柬,jiǎn,giản
柮,柮,duò,đốt
柯,柯,kē,kha
柰,柰,nài,nại
柏,柏,bǎi / bó,bách
某,某,mǒu,mỗ
柒,柒,qī,thất
柔,柔,róu,nhu
柜,柜,guì,cự
柝,柝,tuò,thác
柟,柟,nán,nam
柣,柣,zhì,trật
柂,柂,yí,di
柃,柃,líng,rành
柄,柄,bǐng,bính
柅,柅,nǐ,nỉ
柆,柆,lā,sập
柈,柈,bàn,bàn
柉,柉,fán,mướp
柊,柊,zhōng,dông
枫,枫,fēng,phong
枮,枮,xiān,sim
枯,枯,kū,khô
枱,枱,tái,đài
枲,枲,xǐ,tỉ
枳,枳,zhǐ,chỉ
架,架,jià,giá
枾,枾,shì,thị
栩,栩,xǔ,hủ
栭,栭,ér,nhi
栰,栰,fá,phạt
栱,栱,gǒng,củng
栲,栲,kǎo,khảo
栳,栳,lǎo,lão
栴,栴,zhān,chiên
栵,栵,liè,lệ
栒,栒,xún,tuần
栔,栔,qì,khế
栘,栘,yí,đa
栛,栛,lì,lệ
栝,栝,guā,quát
栞,栞,kān,san
栟,栟,bēn,kiên
栨,栨,cì,thứ
柿,柿,shì,thị
栃,栃,lì,lệ
栄,栄,róng,vinh
栅,栅,zhà,sách
栍,栍,shēng,sanh
栎,栎,lì,lịch
栐,栐,yǒng,vành
树,树,shù,thụ
柲,柲,bì,biết
柳,柳,liǔ,liễu
柵,栅,shān,sách
柶,柶,sì,tứ
柷,柷,zhù,chúc
柸,柸,pēi,phôi
査,查,zhā,tra
柾,柾,jiù,cữu
桡,桡,ráo,nao
档,档,dàng,đảng
桤,桤,qī,khi
桥,桥,qiáo,kiều
桦,桦,huà,hoa
桨,桨,jiǎng,tưởng
桫,桫,suō,sa
桬,桬,shā,sa
桓,桓,huán,hoàn
桔,桔,jié,kết
桕,桕,jiù,cữu
桚,桚,zǎn,tạt
桛,桛,kase,kháp
桜,桜,yīng,anh
桝,桝,jié,kiệt
桠,桠,yā,nha
框,框,kuàng / kuāng,khuông
桉,桉,ān,an
桊,桊,juàn,quyến
桋,桋,yí,di
桌,桌,zhuō,trác
桐,桐,tóng,đồng
桑,桑,sāng,tang
桒,桒,sāng,tang
样,样,yàng,dạng
核,核,hé,hạch
根,根,gēn,căn
栻,栻,shì,thức
栾,栾,luán,loan
桀,桀,jié,kiệt
桂,桂,guì,quế
桃,桃,táo,đào
梟,枭,xiāo,kiêu
梠,梠,lǚ,lữ
梡,梡,hún,khoản
梣,梣,chén,rầm
梦,梦,mèng,mộng
梨,梨,lí,lê
梩,梩,lí,lái
梫,梫,qǐn,tẩm
梒,梒,hán,hòm
梓,梓,zǐ,tử
梔,栀,zhī,chi
梖,梖,bèi,vối
梗,梗,gěng,ngạnh
梛,梛,nuó,nứa
梜,𬂩,jiā,giáp
梞,梞,jì,cậy
梁,梁,liáng,lương
梂,梂,qiú,cầu
梃,梃,tǐng,đĩnh
梅,梅,méi,mai
梇,梇,lòng,róng
梊,梊,dì,đế
梌,梌,tú,dừa
梎,梎,āo,âu
桭,桭,zhēn,thần
桯,桯,tīng,thinh
桰,桰,kuò,quát
桵,桵,ruí,nhuy
桹,桹,láng,lang
桺,桺,liǔ,liễu
桼,桼,qī,thất
桿,杆,gǎn,cơn
棚,棚,péng,bằng
棜,棜,yù,ứ
棠,棠,táng,đường
棦,棦,chēng,ranh
棫,棫,yù,vực
棯,棯,rěn,nạm
棰,棰,chuí,truỳ
棳,棳,zhuō,xuyết
棆,棆,lún,suôn
棉,棉,mián,miên
棊,棋,qí,cời
棐,棐,fěi,phỉ
棑,棑,pái,bài
棓,棓,bèi / bàng,vổng
棕,棕,zōng,tông
棙,棙,lì,lệ
梶,梶,wěi,vả
梽,梽,zhì,chí
梾,梾,lái,lai
棁,棁,zhuō,chuyết
棂,棂,líng,ranh
棃,棃,lí,lê
棄,弃,qì,khí
棅,棅,bǐng,bính
梬,梬,yǐng,sến
梮,梮,jū,cọc
梯,梯,tī,thê
械,械,xiè,giới
梲,棁,zhuó,chuyết
梳,梳,shū,sơ
梴,梴,chān,siên
梵,梵,fàn,phạm
椧,椧,mìng,mệnh
椪,椪,pèng,bính
椫,椫,shàn,thiện
椮,椮,sēn,sâm
椲,㭏,wěi,vĩ
椴,椴,duàn,đoạn
椵,椵,jiǎ,giả
椶,椶,zōng,tông
椒,椒,jiāo,tiêu
椓,椓,zhuó,trạc
椗,椗,dìng,đính
椚,椚,mēn,mun
椛,椛,huā,hoa
椟,椟,dú,độc
椤,椤,luó,la
椥,椥,zhī,tre
椆,椆,chóu,chu
椈,椈,jú,cúc
椉,椉,chéng,thừa
椊,椊,zuó,chốt
椋,椋,liáng,lương
椌,椌,qiāng,khoang
椏,桠,yā,nha
椑,椑,bēi,ty
棶,梾,lái,lai
棸,棸,zōu,trâu
棻,棻,fēn,phân
棼,棼,fén,phần
棿,棿,ní,nghê
椀,椀,wǎn,oản
椁,椁,guǒ,quách
椄,椄,jiē,tiếp
楫,楫,jí,tiếp
業,业,yè,nghiệp
楯,楯,dùn / shǔn,thuẫn
楰,楰,yú,du
楱,楱,zòu,táu
楴,楴,tì,ghế
極,极,jí,cực
楸,楸,qiū,thu
楝,楝,liàn,luyện
楞,楞,léng,lăng
楟,楟,tíng,đình
楡,楡,yú,du
楥,楥,xuàn,huyên
楦,楦,xuàn,tuyên
楩,楩,pián,tiện
楪,楪,dié,điệp
楍,楍,běn,bản
楎,楎,huī,hồn
楓,枫,fēng,phong
楔,楔,xiē,tiết
楗,楗,jiàn,kiện
楘,楘,mù,mộc
楙,楙,mào,mậu
楚,楚,chǔ,sở
椸,椸,yí,di
椽,椽,chuán,chuyên
椾,椾,jiān,tiên
楀,楀,yǔ,vũ
楂,楂,zhā,tra
楄,楄,pián,biên
楅,楅,bī,bức
楊,杨,yáng,dương
榩,榩,qián,kiền
榪,杩,mà,mã
榫,榫,sǔn,chuẩn
榭,榭,xiè,tạ
榮,荣,róng,vinh
榰,榰,zhī,chi
榲,榅,wēn,ốt
榴,榴,liú,lựu
榛,榛,zhēn,trăn
榠,榠,míng,minh
榡,榡,sù,tó
榢,榢,jià,giá
榤,榤,jié,kiệt
榥,榥,huàng,hoảng
榧,榧,fěi,phỉ
榨,榨,zhà,trá
榇,榇,chèn,sấn
榊,榊,shén,thần
榌,榌,bī,phi
榎,榎,jiǎ,giả
榑,榑,fú,phù
榕,榕,róng,dong
榖,榖,gǔ,cốc
榘,矩,jǔ,củ
楹,楹,yíng,doanh
楼,楼,lóu,lưu
楽,楽,lè,lạc
榀,榀,pǐn,bẩm
概,概,gài,khái
榄,榄,lǎn,lãm
榅,榅,wēn,uất
榆,榆,yú,du
槱,槱,yǒu,dửu
槲,槲,hú,hộc
槳,桨,jiǎng,tưởng
槵,槵,huàn,hoạn
槶,椢,guì,guốc
槹,槹,gāo,cao
槺,槺,kāng,khang
槻,槻,guī,quy
槞,槞,lóng,trồng
槢,槢,xí,tập
槣,槣,jī,ghế
槤,梿,lián,liên
槥,槥,huì,tuệ
槩,槩,gài,khái
槮,椮,sēn,sâm
槯,槯,cuī,chuôi
槑,槑,méi,mai
槒,槒,xù,súc
槔,槔,gāo,cau
槕,槕,zhuō,trác
槖,槖,tuó,thác
